"tollgate_id","time_window","direction","volume_vehicle_model1","start_month","start_day","start_hour","start_minute"
"3","[2016-10-05 18:20:00,2016-10-05 18:40:00)","0","16","10","5","18","20"
"3","[2016-10-05 18:20:00,2016-10-05 18:40:00)","1","3","10","5","18","20"
"1","[2016-10-05 18:20:00,2016-10-05 18:40:00)","0","14","10","5","18","20"
"1","[2016-10-05 18:20:00,2016-10-05 18:40:00)","1","12","10","5","18","20"
"3","[2016-10-05 18:40:00,2016-10-05 19:00:00)","0","19","10","5","18","40"
"3","[2016-10-05 18:40:00,2016-10-05 19:00:00)","1","6","10","5","18","40"
"2","[2016-10-05 18:40:00,2016-10-05 19:00:00)","0","5","10","5","18","40"
"1","[2016-10-05 18:40:00,2016-10-05 19:00:00)","0","12","10","5","18","40"
"1","[2016-10-05 18:40:00,2016-10-05 19:00:00)","1","5","10","5","18","40"
"3","[2016-10-05 19:00:00,2016-10-05 19:20:00)","0","10","10","5","19","0"
"3","[2016-10-05 19:00:00,2016-10-05 19:20:00)","1","8","10","5","19","0"
"1","[2016-10-05 19:00:00,2016-10-05 19:20:00)","0","13","10","5","19","0"
"1","[2016-10-05 19:00:00,2016-10-05 19:20:00)","1","8","10","5","19","0"
"2","[2016-10-05 19:00:00,2016-10-05 19:20:00)","0","4","10","5","19","0"
"3","[2016-10-05 19:20:00,2016-10-05 19:40:00)","0","12","10","5","19","20"
"3","[2016-10-05 19:20:00,2016-10-05 19:40:00)","1","8","10","5","19","20"
"1","[2016-10-05 19:20:00,2016-10-05 19:40:00)","0","14","10","5","19","20"
"1","[2016-10-05 19:20:00,2016-10-05 19:40:00)","1","2","10","5","19","20"
"3","[2016-10-05 19:40:00,2016-10-05 20:00:00)","0","9","10","5","19","40"
"3","[2016-10-05 19:40:00,2016-10-05 20:00:00)","1","5","10","5","19","40"
"1","[2016-10-05 19:40:00,2016-10-05 20:00:00)","0","6","10","5","19","40"
"1","[2016-10-05 19:40:00,2016-10-05 20:00:00)","1","4","10","5","19","40"
"1","[2016-10-05 20:00:00,2016-10-05 20:20:00)","0","11","10","5","20","0"
"1","[2016-10-05 20:00:00,2016-10-05 20:20:00)","1","8","10","5","20","0"
"3","[2016-10-05 20:00:00,2016-10-05 20:20:00)","0","17","10","5","20","0"
"3","[2016-10-05 20:00:00,2016-10-05 20:20:00)","1","10","10","5","20","0"
"2","[2016-10-05 20:00:00,2016-10-05 20:20:00)","0","6","10","5","20","0"
"3","[2016-10-05 20:20:00,2016-10-05 20:40:00)","0","16","10","5","20","20"
"3","[2016-10-05 20:20:00,2016-10-05 20:40:00)","1","6","10","5","20","20"
"2","[2016-10-05 20:20:00,2016-10-05 20:40:00)","0","10","10","5","20","20"
"1","[2016-10-05 20:20:00,2016-10-05 20:40:00)","0","7","10","5","20","20"
"1","[2016-10-05 20:20:00,2016-10-05 20:40:00)","1","6","10","5","20","20"
"1","[2016-10-05 20:40:00,2016-10-05 21:00:00)","0","16","10","5","20","40"
"1","[2016-10-05 20:40:00,2016-10-05 21:00:00)","1","4","10","5","20","40"
"3","[2016-10-05 20:40:00,2016-10-05 21:00:00)","0","12","10","5","20","40"
"3","[2016-10-05 20:40:00,2016-10-05 21:00:00)","1","7","10","5","20","40"
"2","[2016-10-05 20:40:00,2016-10-05 21:00:00)","0","6","10","5","20","40"
"1","[2016-10-05 21:00:00,2016-10-05 21:20:00)","0","9","10","5","21","0"
"3","[2016-10-05 21:00:00,2016-10-05 21:20:00)","0","12","10","5","21","0"
"3","[2016-10-05 21:00:00,2016-10-05 21:20:00)","1","8","10","5","21","0"
"2","[2016-10-05 21:00:00,2016-10-05 21:20:00)","0","7","10","5","21","0"
"3","[2016-10-05 21:20:00,2016-10-05 21:40:00)","0","10","10","5","21","20"
"3","[2016-10-05 21:20:00,2016-10-05 21:40:00)","1","2","10","5","21","20"
"2","[2016-10-05 21:20:00,2016-10-05 21:40:00)","0","6","10","5","21","20"
"1","[2016-10-05 21:20:00,2016-10-05 21:40:00)","0","7","10","5","21","20"
"1","[2016-10-05 21:20:00,2016-10-05 21:40:00)","1","1","10","5","21","20"
"1","[2016-10-05 21:40:00,2016-10-05 22:00:00)","0","11","10","5","21","40"
"1","[2016-10-05 21:40:00,2016-10-05 22:00:00)","1","3","10","5","21","40"
"3","[2016-10-05 21:40:00,2016-10-05 22:00:00)","0","3","10","5","21","40"
"3","[2016-10-05 21:40:00,2016-10-05 22:00:00)","1","5","10","5","21","40"
"2","[2016-10-05 21:40:00,2016-10-05 22:00:00)","0","4","10","5","21","40"
"2","[2016-10-05 22:00:00,2016-10-05 22:20:00)","0","4","10","5","22","0"
"3","[2016-10-05 22:00:00,2016-10-05 22:20:00)","0","1","10","5","22","0"
"3","[2016-10-05 22:00:00,2016-10-05 22:20:00)","1","2","10","5","22","0"
"1","[2016-10-05 22:00:00,2016-10-05 22:20:00)","0","3","10","5","22","0"
"3","[2016-10-05 22:20:00,2016-10-05 22:40:00)","0","6","10","5","22","20"
"3","[2016-10-05 22:20:00,2016-10-05 22:40:00)","1","1","10","5","22","20"
"2","[2016-10-05 22:20:00,2016-10-05 22:40:00)","0","2","10","5","22","20"
"1","[2016-10-05 22:20:00,2016-10-05 22:40:00)","0","3","10","5","22","20"
"1","[2016-10-05 22:20:00,2016-10-05 22:40:00)","1","2","10","5","22","20"
"1","[2016-10-05 22:40:00,2016-10-05 23:00:00)","0","6","10","5","22","40"
"1","[2016-10-05 22:40:00,2016-10-05 23:00:00)","1","3","10","5","22","40"
"2","[2016-10-05 22:40:00,2016-10-05 23:00:00)","0","1","10","5","22","40"
"3","[2016-10-05 22:40:00,2016-10-05 23:00:00)","0","5","10","5","22","40"
"3","[2016-10-05 22:40:00,2016-10-05 23:00:00)","1","4","10","5","22","40"
"3","[2016-10-05 23:00:00,2016-10-05 23:20:00)","0","2","10","5","23","0"
"3","[2016-10-05 23:00:00,2016-10-05 23:20:00)","1","1","10","5","23","0"
"1","[2016-10-05 23:00:00,2016-10-05 23:20:00)","0","1","10","5","23","0"
"1","[2016-10-05 23:00:00,2016-10-05 23:20:00)","1","2","10","5","23","0"
"2","[2016-10-05 23:00:00,2016-10-05 23:20:00)","0","1","10","5","23","0"
"3","[2016-10-05 23:20:00,2016-10-05 23:40:00)","0","1","10","5","23","20"
"3","[2016-10-05 23:20:00,2016-10-05 23:40:00)","1","2","10","5","23","20"
"1","[2016-10-05 23:20:00,2016-10-05 23:40:00)","1","2","10","5","23","20"
"3","[2016-10-05 23:40:00,2016-10-06 00:00:00)","0","5","10","5","23","40"
"3","[2016-10-05 23:40:00,2016-10-06 00:00:00)","1","4","10","5","23","40"
"1","[2016-10-05 23:40:00,2016-10-06 00:00:00)","0","1","10","5","23","40"
"1","[2016-10-05 23:40:00,2016-10-06 00:00:00)","1","2","10","5","23","40"
"3","[2016-10-06 00:00:00,2016-10-06 00:20:00)","0","8","10","6","0","0"
"3","[2016-10-06 00:00:00,2016-10-06 00:20:00)","1","29","10","6","0","0"
"1","[2016-10-06 00:00:00,2016-10-06 00:20:00)","0","1","10","6","0","0"
"1","[2016-10-06 00:00:00,2016-10-06 00:20:00)","1","23","10","6","0","0"
"3","[2016-10-06 00:20:00,2016-10-06 00:40:00)","0","4","10","6","0","20"
"3","[2016-10-06 00:20:00,2016-10-06 00:40:00)","1","26","10","6","0","20"
"1","[2016-10-06 00:20:00,2016-10-06 00:40:00)","1","15","10","6","0","20"
"3","[2016-10-06 00:40:00,2016-10-06 01:00:00)","0","8","10","6","0","40"
"3","[2016-10-06 00:40:00,2016-10-06 01:00:00)","1","30","10","6","0","40"
"1","[2016-10-06 00:40:00,2016-10-06 01:00:00)","1","5","10","6","0","40"
"3","[2016-10-06 01:00:00,2016-10-06 01:20:00)","0","14","10","6","1","0"
"2","[2016-10-06 01:00:00,2016-10-06 01:20:00)","0","1","10","6","1","0"
"1","[2016-10-06 01:00:00,2016-10-06 01:20:00)","0","2","10","6","1","0"
"3","[2016-10-06 01:20:00,2016-10-06 01:40:00)","0","12","10","6","1","20"
"3","[2016-10-06 01:20:00,2016-10-06 01:40:00)","1","1","10","6","1","20"
"1","[2016-10-06 01:20:00,2016-10-06 01:40:00)","1","1","10","6","1","20"
"3","[2016-10-06 01:40:00,2016-10-06 02:00:00)","0","6","10","6","1","40"
"2","[2016-10-06 01:40:00,2016-10-06 02:00:00)","0","1","10","6","1","40"
"1","[2016-10-06 01:40:00,2016-10-06 02:00:00)","1","1","10","6","1","40"
"3","[2016-10-06 02:00:00,2016-10-06 02:20:00)","0","3","10","6","2","0"
"3","[2016-10-06 02:00:00,2016-10-06 02:20:00)","1","2","10","6","2","0"
"1","[2016-10-06 02:00:00,2016-10-06 02:20:00)","0","1","10","6","2","0"
"1","[2016-10-06 02:00:00,2016-10-06 02:20:00)","1","6","10","6","2","0"
"3","[2016-10-06 02:20:00,2016-10-06 02:40:00)","0","3","10","6","2","20"
"3","[2016-10-06 02:20:00,2016-10-06 02:40:00)","1","1","10","6","2","20"
"1","[2016-10-06 02:20:00,2016-10-06 02:40:00)","1","3","10","6","2","20"
"3","[2016-10-06 02:40:00,2016-10-06 03:00:00)","0","4","10","6","2","40"
"3","[2016-10-06 02:40:00,2016-10-06 03:00:00)","1","1","10","6","2","40"
"1","[2016-10-06 02:40:00,2016-10-06 03:00:00)","1","4","10","6","2","40"
"3","[2016-10-06 03:00:00,2016-10-06 03:20:00)","0","2","10","6","3","0"
"3","[2016-10-06 03:00:00,2016-10-06 03:20:00)","1","3","10","6","3","0"
"1","[2016-10-06 03:00:00,2016-10-06 03:20:00)","0","4","10","6","3","0"
"1","[2016-10-06 03:00:00,2016-10-06 03:20:00)","1","2","10","6","3","0"
"1","[2016-10-06 03:20:00,2016-10-06 03:40:00)","0","1","10","6","3","20"
"1","[2016-10-06 03:20:00,2016-10-06 03:40:00)","1","6","10","6","3","20"
"3","[2016-10-06 03:20:00,2016-10-06 03:40:00)","0","3","10","6","3","20"
"1","[2016-10-06 03:40:00,2016-10-06 04:00:00)","0","3","10","6","3","40"
"1","[2016-10-06 03:40:00,2016-10-06 04:00:00)","1","7","10","6","3","40"
"3","[2016-10-06 03:40:00,2016-10-06 04:00:00)","0","6","10","6","3","40"
"3","[2016-10-06 03:40:00,2016-10-06 04:00:00)","1","1","10","6","3","40"
"3","[2016-10-06 04:00:00,2016-10-06 04:20:00)","0","4","10","6","4","0"
"1","[2016-10-06 04:00:00,2016-10-06 04:20:00)","0","2","10","6","4","0"
"1","[2016-10-06 04:00:00,2016-10-06 04:20:00)","1","7","10","6","4","0"
"1","[2016-10-06 04:20:00,2016-10-06 04:40:00)","0","1","10","6","4","20"
"1","[2016-10-06 04:20:00,2016-10-06 04:40:00)","1","5","10","6","4","20"
"3","[2016-10-06 04:20:00,2016-10-06 04:40:00)","0","4","10","6","4","20"
"3","[2016-10-06 04:20:00,2016-10-06 04:40:00)","1","2","10","6","4","20"
"1","[2016-10-06 04:40:00,2016-10-06 05:00:00)","0","3","10","6","4","40"
"1","[2016-10-06 04:40:00,2016-10-06 05:00:00)","1","5","10","6","4","40"
"3","[2016-10-06 04:40:00,2016-10-06 05:00:00)","0","2","10","6","4","40"
"3","[2016-10-06 04:40:00,2016-10-06 05:00:00)","1","4","10","6","4","40"
"1","[2016-10-06 05:00:00,2016-10-06 05:20:00)","0","3","10","6","5","0"
"1","[2016-10-06 05:00:00,2016-10-06 05:20:00)","1","14","10","6","5","0"
"3","[2016-10-06 05:00:00,2016-10-06 05:20:00)","0","3","10","6","5","0"
"3","[2016-10-06 05:00:00,2016-10-06 05:20:00)","1","4","10","6","5","0"
"2","[2016-10-06 05:00:00,2016-10-06 05:20:00)","0","1","10","6","5","0"
"3","[2016-10-06 05:20:00,2016-10-06 05:40:00)","0","5","10","6","5","20"
"3","[2016-10-06 05:20:00,2016-10-06 05:40:00)","1","3","10","6","5","20"
"1","[2016-10-06 05:20:00,2016-10-06 05:40:00)","0","2","10","6","5","20"
"1","[2016-10-06 05:20:00,2016-10-06 05:40:00)","1","13","10","6","5","20"
"3","[2016-10-06 05:40:00,2016-10-06 06:00:00)","0","8","10","6","5","40"
"3","[2016-10-06 05:40:00,2016-10-06 06:00:00)","1","3","10","6","5","40"
"1","[2016-10-06 05:40:00,2016-10-06 06:00:00)","0","3","10","6","5","40"
"1","[2016-10-06 05:40:00,2016-10-06 06:00:00)","1","12","10","6","5","40"
"3","[2016-10-06 06:00:00,2016-10-06 06:20:00)","0","9","10","6","6","0"
"3","[2016-10-06 06:00:00,2016-10-06 06:20:00)","1","8","10","6","6","0"
"1","[2016-10-06 06:00:00,2016-10-06 06:20:00)","0","5","10","6","6","0"
"1","[2016-10-06 06:00:00,2016-10-06 06:20:00)","1","7","10","6","6","0"
"2","[2016-10-06 06:00:00,2016-10-06 06:20:00)","0","1","10","6","6","0"
"3","[2016-10-06 06:20:00,2016-10-06 06:40:00)","0","13","10","6","6","20"
"3","[2016-10-06 06:20:00,2016-10-06 06:40:00)","1","5","10","6","6","20"
"1","[2016-10-06 06:20:00,2016-10-06 06:40:00)","0","4","10","6","6","20"
"1","[2016-10-06 06:20:00,2016-10-06 06:40:00)","1","10","10","6","6","20"
"2","[2016-10-06 06:20:00,2016-10-06 06:40:00)","0","1","10","6","6","20"
"3","[2016-10-06 06:40:00,2016-10-06 07:00:00)","0","14","10","6","6","40"
"3","[2016-10-06 06:40:00,2016-10-06 07:00:00)","1","7","10","6","6","40"
"1","[2016-10-06 06:40:00,2016-10-06 07:00:00)","0","9","10","6","6","40"
"1","[2016-10-06 06:40:00,2016-10-06 07:00:00)","1","16","10","6","6","40"
"2","[2016-10-06 06:40:00,2016-10-06 07:00:00)","0","2","10","6","6","40"
"3","[2016-10-06 07:00:00,2016-10-06 07:20:00)","0","23","10","6","7","0"
"3","[2016-10-06 07:00:00,2016-10-06 07:20:00)","1","15","10","6","7","0"
"1","[2016-10-06 07:00:00,2016-10-06 07:20:00)","0","4","10","6","7","0"
"1","[2016-10-06 07:00:00,2016-10-06 07:20:00)","1","4","10","6","7","0"
"2","[2016-10-06 07:00:00,2016-10-06 07:20:00)","0","3","10","6","7","0"
"3","[2016-10-06 07:20:00,2016-10-06 07:40:00)","0","23","10","6","7","20"
"3","[2016-10-06 07:20:00,2016-10-06 07:40:00)","1","9","10","6","7","20"
"1","[2016-10-06 07:20:00,2016-10-06 07:40:00)","0","10","10","6","7","20"
"1","[2016-10-06 07:20:00,2016-10-06 07:40:00)","1","14","10","6","7","20"
"2","[2016-10-06 07:20:00,2016-10-06 07:40:00)","0","7","10","6","7","20"
"3","[2016-10-06 07:40:00,2016-10-06 08:00:00)","0","30","10","6","7","40"
"3","[2016-10-06 07:40:00,2016-10-06 08:00:00)","1","13","10","6","7","40"
"2","[2016-10-06 07:40:00,2016-10-06 08:00:00)","0","13","10","6","7","40"
"1","[2016-10-06 07:40:00,2016-10-06 08:00:00)","0","15","10","6","7","40"
"1","[2016-10-06 07:40:00,2016-10-06 08:00:00)","1","8","10","6","7","40"
"3","[2016-10-06 08:00:00,2016-10-06 08:20:00)","0","17","10","6","8","0"
"3","[2016-10-06 08:00:00,2016-10-06 08:20:00)","1","15","10","6","8","0"
"2","[2016-10-06 08:00:00,2016-10-06 08:20:00)","0","7","10","6","8","0"
"1","[2016-10-06 08:00:00,2016-10-06 08:20:00)","0","5","10","6","8","0"
"1","[2016-10-06 08:00:00,2016-10-06 08:20:00)","1","10","10","6","8","0"
"1","[2016-10-06 08:20:00,2016-10-06 08:40:00)","0","12","10","6","8","20"
"1","[2016-10-06 08:20:00,2016-10-06 08:40:00)","1","17","10","6","8","20"
"3","[2016-10-06 08:20:00,2016-10-06 08:40:00)","0","17","10","6","8","20"
"3","[2016-10-06 08:20:00,2016-10-06 08:40:00)","1","12","10","6","8","20"
"2","[2016-10-06 08:20:00,2016-10-06 08:40:00)","0","6","10","6","8","20"
"1","[2016-10-06 08:40:00,2016-10-06 09:00:00)","0","14","10","6","8","40"
"1","[2016-10-06 08:40:00,2016-10-06 09:00:00)","1","8","10","6","8","40"
"2","[2016-10-06 08:40:00,2016-10-06 09:00:00)","0","19","10","6","8","40"
"3","[2016-10-06 08:40:00,2016-10-06 09:00:00)","0","29","10","6","8","40"
"3","[2016-10-06 08:40:00,2016-10-06 09:00:00)","1","19","10","6","8","40"
"2","[2016-10-06 09:00:00,2016-10-06 09:20:00)","0","14","10","6","9","0"
"1","[2016-10-06 09:00:00,2016-10-06 09:20:00)","0","17","10","6","9","0"
"1","[2016-10-06 09:00:00,2016-10-06 09:20:00)","1","13","10","6","9","0"
"3","[2016-10-06 09:00:00,2016-10-06 09:20:00)","0","27","10","6","9","0"
"3","[2016-10-06 09:00:00,2016-10-06 09:20:00)","1","22","10","6","9","0"
"3","[2016-10-06 09:20:00,2016-10-06 09:40:00)","0","15","10","6","9","20"
"3","[2016-10-06 09:20:00,2016-10-06 09:40:00)","1","16","10","6","9","20"
"1","[2016-10-06 09:20:00,2016-10-06 09:40:00)","0","14","10","6","9","20"
"1","[2016-10-06 09:20:00,2016-10-06 09:40:00)","1","18","10","6","9","20"
"2","[2016-10-06 09:20:00,2016-10-06 09:40:00)","0","12","10","6","9","20"
"2","[2016-10-06 09:40:00,2016-10-06 10:00:00)","0","12","10","6","9","40"
"3","[2016-10-06 09:40:00,2016-10-06 10:00:00)","0","25","10","6","9","40"
"3","[2016-10-06 09:40:00,2016-10-06 10:00:00)","1","19","10","6","9","40"
"1","[2016-10-06 09:40:00,2016-10-06 10:00:00)","0","18","10","6","9","40"
"1","[2016-10-06 09:40:00,2016-10-06 10:00:00)","1","13","10","6","9","40"
"2","[2016-10-06 10:00:00,2016-10-06 10:20:00)","0","17","10","6","10","0"
"1","[2016-10-06 10:00:00,2016-10-06 10:20:00)","0","13","10","6","10","0"
"1","[2016-10-06 10:00:00,2016-10-06 10:20:00)","1","12","10","6","10","0"
"3","[2016-10-06 10:00:00,2016-10-06 10:20:00)","0","21","10","6","10","0"
"3","[2016-10-06 10:00:00,2016-10-06 10:20:00)","1","22","10","6","10","0"
"3","[2016-10-06 10:20:00,2016-10-06 10:40:00)","0","14","10","6","10","20"
"3","[2016-10-06 10:20:00,2016-10-06 10:40:00)","1","22","10","6","10","20"
"2","[2016-10-06 10:20:00,2016-10-06 10:40:00)","0","8","10","6","10","20"
"1","[2016-10-06 10:20:00,2016-10-06 10:40:00)","0","13","10","6","10","20"
"1","[2016-10-06 10:20:00,2016-10-06 10:40:00)","1","17","10","6","10","20"
"3","[2016-10-06 10:40:00,2016-10-06 11:00:00)","0","15","10","6","10","40"
"3","[2016-10-06 10:40:00,2016-10-06 11:00:00)","1","23","10","6","10","40"
"1","[2016-10-06 10:40:00,2016-10-06 11:00:00)","0","14","10","6","10","40"
"1","[2016-10-06 10:40:00,2016-10-06 11:00:00)","1","13","10","6","10","40"
"2","[2016-10-06 10:40:00,2016-10-06 11:00:00)","0","6","10","6","10","40"
"2","[2016-10-06 11:00:00,2016-10-06 11:20:00)","0","16","10","6","11","0"
"3","[2016-10-06 11:00:00,2016-10-06 11:20:00)","0","18","10","6","11","0"
"3","[2016-10-06 11:00:00,2016-10-06 11:20:00)","1","15","10","6","11","0"
"1","[2016-10-06 11:00:00,2016-10-06 11:20:00)","0","8","10","6","11","0"
"1","[2016-10-06 11:00:00,2016-10-06 11:20:00)","1","12","10","6","11","0"
"3","[2016-10-06 11:20:00,2016-10-06 11:40:00)","0","14","10","6","11","20"
"3","[2016-10-06 11:20:00,2016-10-06 11:40:00)","1","17","10","6","11","20"
"1","[2016-10-06 11:20:00,2016-10-06 11:40:00)","0","11","10","6","11","20"
"1","[2016-10-06 11:20:00,2016-10-06 11:40:00)","1","7","10","6","11","20"
"2","[2016-10-06 11:20:00,2016-10-06 11:40:00)","0","10","10","6","11","20"
"1","[2016-10-06 11:40:00,2016-10-06 12:00:00)","0","15","10","6","11","40"
"1","[2016-10-06 11:40:00,2016-10-06 12:00:00)","1","18","10","6","11","40"
"3","[2016-10-06 11:40:00,2016-10-06 12:00:00)","0","14","10","6","11","40"
"3","[2016-10-06 11:40:00,2016-10-06 12:00:00)","1","12","10","6","11","40"
"2","[2016-10-06 11:40:00,2016-10-06 12:00:00)","0","5","10","6","11","40"
"3","[2016-10-06 12:00:00,2016-10-06 12:20:00)","0","19","10","6","12","0"
"3","[2016-10-06 12:00:00,2016-10-06 12:20:00)","1","31","10","6","12","0"
"2","[2016-10-06 12:00:00,2016-10-06 12:20:00)","0","6","10","6","12","0"
"1","[2016-10-06 12:00:00,2016-10-06 12:20:00)","0","9","10","6","12","0"
"1","[2016-10-06 12:00:00,2016-10-06 12:20:00)","1","20","10","6","12","0"
"2","[2016-10-06 12:20:00,2016-10-06 12:40:00)","0","9","10","6","12","20"
"3","[2016-10-06 12:20:00,2016-10-06 12:40:00)","0","8","10","6","12","20"
"3","[2016-10-06 12:20:00,2016-10-06 12:40:00)","1","19","10","6","12","20"
"1","[2016-10-06 12:20:00,2016-10-06 12:40:00)","0","4","10","6","12","20"
"1","[2016-10-06 12:20:00,2016-10-06 12:40:00)","1","6","10","6","12","20"
"3","[2016-10-06 12:40:00,2016-10-06 13:00:00)","0","26","10","6","12","40"
"3","[2016-10-06 12:40:00,2016-10-06 13:00:00)","1","16","10","6","12","40"
"2","[2016-10-06 12:40:00,2016-10-06 13:00:00)","0","10","10","6","12","40"
"1","[2016-10-06 12:40:00,2016-10-06 13:00:00)","0","18","10","6","12","40"
"1","[2016-10-06 12:40:00,2016-10-06 13:00:00)","1","16","10","6","12","40"
"2","[2016-10-06 13:00:00,2016-10-06 13:20:00)","0","10","10","6","13","0"
"3","[2016-10-06 13:00:00,2016-10-06 13:20:00)","0","13","10","6","13","0"
"3","[2016-10-06 13:00:00,2016-10-06 13:20:00)","1","29","10","6","13","0"
"1","[2016-10-06 13:00:00,2016-10-06 13:20:00)","0","13","10","6","13","0"
"1","[2016-10-06 13:00:00,2016-10-06 13:20:00)","1","22","10","6","13","0"
"3","[2016-10-06 13:20:00,2016-10-06 13:40:00)","0","20","10","6","13","20"
"3","[2016-10-06 13:20:00,2016-10-06 13:40:00)","1","21","10","6","13","20"
"1","[2016-10-06 13:20:00,2016-10-06 13:40:00)","0","20","10","6","13","20"
"1","[2016-10-06 13:20:00,2016-10-06 13:40:00)","1","23","10","6","13","20"
"2","[2016-10-06 13:20:00,2016-10-06 13:40:00)","0","19","10","6","13","20"
"2","[2016-10-06 13:40:00,2016-10-06 14:00:00)","0","11","10","6","13","40"
"1","[2016-10-06 13:40:00,2016-10-06 14:00:00)","0","18","10","6","13","40"
"1","[2016-10-06 13:40:00,2016-10-06 14:00:00)","1","13","10","6","13","40"
"3","[2016-10-06 13:40:00,2016-10-06 14:00:00)","0","21","10","6","13","40"
"3","[2016-10-06 13:40:00,2016-10-06 14:00:00)","1","27","10","6","13","40"
"1","[2016-10-06 14:00:00,2016-10-06 14:20:00)","0","27","10","6","14","0"
"1","[2016-10-06 14:00:00,2016-10-06 14:20:00)","1","8","10","6","14","0"
"3","[2016-10-06 14:00:00,2016-10-06 14:20:00)","0","16","10","6","14","0"
"3","[2016-10-06 14:00:00,2016-10-06 14:20:00)","1","26","10","6","14","0"
"2","[2016-10-06 14:00:00,2016-10-06 14:20:00)","0","14","10","6","14","0"
"3","[2016-10-06 14:20:00,2016-10-06 14:40:00)","0","23","10","6","14","20"
"3","[2016-10-06 14:20:00,2016-10-06 14:40:00)","1","17","10","6","14","20"
"1","[2016-10-06 14:20:00,2016-10-06 14:40:00)","0","27","10","6","14","20"
"1","[2016-10-06 14:20:00,2016-10-06 14:40:00)","1","14","10","6","14","20"
"2","[2016-10-06 14:20:00,2016-10-06 14:40:00)","0","11","10","6","14","20"
"1","[2016-10-06 14:40:00,2016-10-06 15:00:00)","0","17","10","6","14","40"
"1","[2016-10-06 14:40:00,2016-10-06 15:00:00)","1","17","10","6","14","40"
"3","[2016-10-06 14:40:00,2016-10-06 15:00:00)","0","14","10","6","14","40"
"3","[2016-10-06 14:40:00,2016-10-06 15:00:00)","1","21","10","6","14","40"
"2","[2016-10-06 14:40:00,2016-10-06 15:00:00)","0","9","10","6","14","40"
"1","[2016-10-06 15:00:00,2016-10-06 15:20:00)","0","19","10","6","15","0"
"1","[2016-10-06 15:00:00,2016-10-06 15:20:00)","1","9","10","6","15","0"
"3","[2016-10-06 15:00:00,2016-10-06 15:20:00)","0","20","10","6","15","0"
"3","[2016-10-06 15:00:00,2016-10-06 15:20:00)","1","18","10","6","15","0"
"2","[2016-10-06 15:00:00,2016-10-06 15:20:00)","0","22","10","6","15","0"
"3","[2016-10-06 15:20:00,2016-10-06 15:40:00)","0","22","10","6","15","20"
"3","[2016-10-06 15:20:00,2016-10-06 15:40:00)","1","20","10","6","15","20"
"1","[2016-10-06 15:20:00,2016-10-06 15:40:00)","0","15","10","6","15","20"
"1","[2016-10-06 15:20:00,2016-10-06 15:40:00)","1","13","10","6","15","20"
"2","[2016-10-06 15:20:00,2016-10-06 15:40:00)","0","14","10","6","15","20"
"2","[2016-10-06 15:40:00,2016-10-06 16:00:00)","0","10","10","6","15","40"
"1","[2016-10-06 15:40:00,2016-10-06 16:00:00)","0","21","10","6","15","40"
"1","[2016-10-06 15:40:00,2016-10-06 16:00:00)","1","13","10","6","15","40"
"3","[2016-10-06 15:40:00,2016-10-06 16:00:00)","0","20","10","6","15","40"
"3","[2016-10-06 15:40:00,2016-10-06 16:00:00)","1","16","10","6","15","40"
"2","[2016-10-06 16:00:00,2016-10-06 16:20:00)","0","15","10","6","16","0"
"1","[2016-10-06 16:00:00,2016-10-06 16:20:00)","0","14","10","6","16","0"
"1","[2016-10-06 16:00:00,2016-10-06 16:20:00)","1","14","10","6","16","0"
"3","[2016-10-06 16:00:00,2016-10-06 16:20:00)","0","13","10","6","16","0"
"3","[2016-10-06 16:00:00,2016-10-06 16:20:00)","1","11","10","6","16","0"
"3","[2016-10-06 16:20:00,2016-10-06 16:40:00)","0","23","10","6","16","20"
"3","[2016-10-06 16:20:00,2016-10-06 16:40:00)","1","18","10","6","16","20"
"1","[2016-10-06 16:20:00,2016-10-06 16:40:00)","0","17","10","6","16","20"
"1","[2016-10-06 16:20:00,2016-10-06 16:40:00)","1","17","10","6","16","20"
"2","[2016-10-06 16:20:00,2016-10-06 16:40:00)","0","21","10","6","16","20"
"1","[2016-10-06 16:40:00,2016-10-06 17:00:00)","0","12","10","6","16","40"
"1","[2016-10-06 16:40:00,2016-10-06 17:00:00)","1","9","10","6","16","40"
"3","[2016-10-06 16:40:00,2016-10-06 17:00:00)","0","19","10","6","16","40"
"3","[2016-10-06 16:40:00,2016-10-06 17:00:00)","1","16","10","6","16","40"
"2","[2016-10-06 16:40:00,2016-10-06 17:00:00)","0","9","10","6","16","40"
"3","[2016-10-06 17:00:00,2016-10-06 17:20:00)","0","16","10","6","17","0"
"3","[2016-10-06 17:00:00,2016-10-06 17:20:00)","1","11","10","6","17","0"
"1","[2016-10-06 17:00:00,2016-10-06 17:20:00)","0","10","10","6","17","0"
"1","[2016-10-06 17:00:00,2016-10-06 17:20:00)","1","9","10","6","17","0"
"2","[2016-10-06 17:00:00,2016-10-06 17:20:00)","0","14","10","6","17","0"
"1","[2016-10-06 17:20:00,2016-10-06 17:40:00)","0","17","10","6","17","20"
"1","[2016-10-06 17:20:00,2016-10-06 17:40:00)","1","13","10","6","17","20"
"3","[2016-10-06 17:20:00,2016-10-06 17:40:00)","0","14","10","6","17","20"
"3","[2016-10-06 17:20:00,2016-10-06 17:40:00)","1","5","10","6","17","20"
"2","[2016-10-06 17:20:00,2016-10-06 17:40:00)","0","11","10","6","17","20"
"3","[2016-10-06 17:40:00,2016-10-06 18:00:00)","0","18","10","6","17","40"
